,uri,title,price,content,area,street_width,age,street_direction,location.lat,location.lng,user.review,rent_period,city,city_id,district,district_id,width,length,daily_rentable
4749,شارع-الطائف-حي-ظهرة-لبن-الرياض-الرياض-5061614,محل للبيع في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,44000.0,"للتنازل والتقبيل 
موزع متعمد لشركة STC 
مؤسسة متخصصة لبيع خدمات الاتصالات في موقع مميز بداية لبن شارع الطائف  
فيها عقد سنه مقدم 
وفيها جهاز حاسب الي ونقاطع بيع شبكة مدى ومقاعد للعملاء 
يوجد في القسم الثاني مكان مخصص للموظفه او الموظف خصوصيا تامه مع دورة مياه 
المؤسسه والشهاده لله ناجه وعليها اقبال ونسبة الربح ممتازه
سبب التنازل اسباب خاصه 
قيمة التقبيل 12 الف ريال 
قيمة الايجار 32 الف ريال 
الاجمالي : 44 الف ريال عقد جديد مدة سنه لايجار المحل سجل تجاري ساري
رخصة محل ساريه 
لايوجد على السجل عمال",40.0,60.0,,4.0,24.648165,46.553318,5.0,,الرياض,21,حي ظهرة لبن,688,4.0,10.0,0.0
4751,شارع-أحمد-بن-محمد-الرومي-حي-القيروان-الرياض-الرياض-5061750,محل للبيع في شارع أحمد بن محمد الرومي ، حي القيروان ، الرياض ، الرياض,350000.0,"ورشة لتقبيل صناعية شمال الرياض
لعدم التفرغ
الموقع مجهزة بالكامل من أ الى ي
المساحة 606م
التجهيز :-
عدد 4 رافعات 4500 طن
عدد 2 رافعت قير
واحد رافعة مكينة
شاحن بطارية
عدد 5 طولت شغل
عدد 1 طولت غسيل
عدد كاملة لجميع انواع السيارات
غرفة استقبال
 مكتب خاص
مساحة مخصصة مكاتب مشتركة
دورة مياة
تصريف زيوت مياة في جميع الموقع
عرض الشارع 30 متر
الواجهة شمالية
دورة مياة
مكيفة",606.0,15.0,1.0,8.0,24.853981,46.576511,,,الرياض,21,حي القيروان,536,80.0,7.0,0.0
4760,طريق-الامير-سعد-بن-عبدالرحمن-الاول-الفرعي-حي-السلام-الرياض-الرياض-5062147,محل للإيجار في طريق الامير سعد بن عبدالرحمن الاول الفرعي ، حي السلام ، الرياض ، الرياض,115000.0,"صالتين تجارية مجهزة بتكييف ضمن عمارة تجارية بتصميم مميز وموقع حيوي.
تتميز الصالتين بأن المساحة صافية دور أرضي بدون ميزان. الصالتين 220 الف.

جوال:",300.0,100.0,8.0,4.0,24.6939,46.811125,5.0,,الرياض,21,حي السلام,464,15.0,20.0,0.0
4766,شارع-رزيقة-حي-ظهرة-لبن-الرياض-الرياض-5062742,محل للإيجار في شارع رزيقة ، حي ظهرة لبن ، الرياض ، الرياض,60000.0,"٣ محلات للايجار 
عداد مستقل لكل فتحة
واصل الماء والصرف والماء
كاملة او منفردة
السعر 60 الف قابلة للتفاوض  حسب المدة
باب طواري من خلف لكل فتحة 
شارع حيوي وتجاري 
للتواصل :  
مكتب سداد البيان للخدمات العقارية 
نسعد بخدمتكم في جميع ما يتعلق بالتمويل العقاري نبحث لك عن العقار المناسب شراء  - بيع - تسويق - ادارة املاك - استشارات عقاريه- اشراف - نسعد بخدمتكم في جميع مدن المملكه الدفعه للعملاء مجاني سداد المتعثرات  ايقاف الخدمات  إخبارنا بما يمكننا القيام به لمساعدتك...",173.0,30.0,,1.0,24.629363,46.56441,4.41,,الرياض,21,حي ظهرة لبن,688,15.0,12.0,0.0
4767,طريق-المدينة-المنورة-الفرعي-حي-الفاروق-الرياض-الرياض-5062893,محل للإيجار في طريق المدينة المنورة الفرعي ، حي الفاروق ، الرياض ، الرياض,400000.0,"معارض مناسبة محلات او معارض مطابخ 
او مقر شركة تجارية او شركة مقاولات",400.0,60.0,3.0,4.0,24.649139,46.780533,3.0,,الرياض,21,حي الفاروق,520,12.0,33.0,0.0
4773,طريق-سعد-بن-عبدالرحمن-الأول-الفرعي-حي-الفيحاء-الرياض-الرياض-5063020,محل للإيجار في طريق سعد بن عبدالرحمن الأول الفرعي ، حي الفيحاء ، الرياض ، الرياض,100000.0,"صالات عرض تجارية  طريق الأمير سعد بن عبدالرحمن الأول على المترو .
 نشكر لكم إهتمامكم ...
( مرمره للعقارات ) 
0114712555",280.0,100.0,1.0,1.0,24.693495,46.812003,2.6,,الرياض,21,حي الفيحاء,526,,,0.0
4774,حي-الملقا-الرياض-الرياض-5063051,محل للإيجار في حي الملقا ، الرياض ، الرياض,240000.0,"_ كود 360 حي الملقا طريق الملك سلمان
_ معرضين للايجار 
_ مساحة 95 م 
_ معرض رقم 6-7

لمزيد من التفاصيل والعروض نرجو زيارة موقعنا الالكتروني نفوذ التطوير nufouth.com (يتم تحديثه يومياً)
الرقم الموحد: 920010213",95.0,30.0,7.0,1.0,24.818142,46.595185,4.27,,الرياض,21,حي القيروان,536,,,0.0
4778,شارع-الشباب-حي-العزيزية-الرياض-الرياض-5063702,محل للبيع في شارع الشباب ، حي العزيزية ، الرياض ، الرياض,38000.0,"محل للتقبيل اجاره ١٥ا الف بالسنة مرخص للمواد الغذائية ومجهز من جميع شروط واحتياجات البلدية ومعزول تبريد مكيفات التقبيل شامل الموقع بالتكيف والكاميرات والابواب والمكاتب 
للتواصل   ",80.0,,,2.0,24.601849,46.753284,,,الرياض,21,حي العزيزية,502,4.0,20.0,0.0
4779,شارع-مارية-القبطية-حي-العريجاء-الغربي-الرياض-الرياض-5063836,محل للإيجار في شارع مارية القبطية ، حي العريجاء الغربي ، الرياض ، الرياض,20000.0,"محل تجاري يوجد فيه مكتب جاهز ومكيف سبلت وكمرات مراقبه وطفايات حريق وسقف مستعار وشاشه ولوحه جاهزه لايوجد بها اسم وفي حال الرغبه في محتويات المكتب يؤجر فاضي رقم الجوال للتواصل   
 ",52.0,40.0,30.0,2.0,24.595875,46.586918,5.0,,الرياض,21,حي العريجاء الغربية,498,4.0,13.0,0.0
4780,شارع-مارية-القبطية-حي-العريجاء-الغربي-الرياض-الرياض-5063838,محل للإيجار في شارع مارية القبطية ، حي العريجاء الغربي ، الرياض ، الرياض,20000.0,"محل للايجار 
للتواصل  

 ",52.0,40.0,30.0,2.0,24.595909,46.586929,5.0,,الرياض,21,حي العريجاء الغربية,498,4.0,13.0,0.0
4790,الرياض-حي-الربيع-الرياض-5065429,محل للبيع في الرياض ، حي الربيع ، الرياض,60000.0,السعر قابل للتفاوض,32.0,30.0,0.0,2.0,24.785121,46.648955,,,الرياض,21,حي الربيع,440,8.0,4.0,0.0
4793,الرياض-حي-شبرا-الرياض-5065569,محل للإيجار في الرياض ، حي شبرا ، الرياض,15000.0,"‏‎✨ للإيجار محل تجاري (فتحتين) ✨

‏‎- المساحة 60 م بالاضافة الى وجود دورة مياه
‏‎- شارع تجاري وحي فيه كثافة سكانية واستهلاكيه
‏‎- العمارة مجدده بالكامل
‏‎- الايجار 15 الف للفتحة الواحد 

‏‎☎️للتواصل: ابو ناصر السهلي  ",60.0,21.0,,1.0,24.584419,46.673767,4.96,,الرياض,21,حي شبرا,674,8.0,7.0,0.0
4798,حي-الرمال-الرياض-الرياض-5066402,محل للإيجار في حي الرمال ، الرياض ، الرياض,350000.0,حي القدسيه 12 شقه 6 اربع غراف وصاله  +6 ثلاث غراف وصاله التوصل  ,600.0,30.0,5.0,2.0,24.85175,46.828421,4.48,,الرياض,21,حي الرمال,446,600.0,1.0,0.0
4799,طريق-عثمان-بن-عفان-الفرعي-حي-النرجس-الرياض-الرياض-5066403,محل للإيجار في طريق عثمان بن عفان الفرعي ، حي النرجس ، الرياض ، الرياض,300000.0,"معرض للأيجار ميزانين بحي النرجس 
بمشروع (مكاني درايف ثرو) 190 م٢
يتكون من :
- العرض 5 م
- العمق 9 م
- الواجهة شرق
- دورة مياه
السعر : 300,000

                        بصمة الابداع العقارية",190.0,30.0,0.0,2.0,24.821308,46.68581,4.73,,الرياض,21,حي النرجس,600,9.0,21.0,0.0
4800,شارع-الامير-مقرن-بن-عبدالعزيز-حي-المغرزات-الرياض-الرياض-5066424,محل للبيع في شارع الامير مقرن بن عبدالعزيز ، حي المغرزات ، الرياض ، الرياض,50000.0,كوفي شوب للتنازل في حي المغرزات للتفاصيل التواصل واتس اب  ,80.0,30.0,,4.0,24.760147,46.719627,4.45,,الرياض,21,حي المغرزات,566,5.0,16.0,0.0
4801,شارع-تقي-الدين-التميمي-حي-المهدية-الرياض-الرياض-5066496,محل للإيجار في شارع تقي الدين التميمي ، حي المهدية ، الرياض ، الرياض,25000.0,"الفتحه الوحده بـ 25 الف ريال وفي حال الصامل ما نختلف ان شاء الله والفتحتين سعر خاص كذلك يفضل يكون نشاط غير البقاله والمغسله لأنهم موجودين وشكراً 

التواصل اتصال على الرقم :",36.0,20.0,,4.0,24.636568,46.494125,,,الرياض,21,حي المهدية,588,4.0,9.0,0.0
4803,شارع-ابي-الحسن-المقدسي-حي-الربيع-الرياض-الرياض-5066802,محل للبيع في شارع ابي الحسن المقدسي ، حي الربيع ، الرياض ، الرياض,485000.0,"النشاط الحالي : مطعم شاورما براند مميز وجديد (سنة واحدة)
حي الربيع طريق الامير محمد بن سلمان 
موقع مميز من افضل المواقع في المنطقة بمجمع يتوفر فيه مواقف متعددة ✅
متوفر طاولات محلي ✅
للبيع بالعمالة الموجودة (6) ✅
بجميع الآت والاجهزة (جديدة سنة واحدة والضمان جاري ) ✅
يوجد فرن كبير موصول بالغاز في المحل ✅
لتفاصيل أكثر يرجى التواصل على رقم",120.0,60.0,1.0,4.0,24.786049,46.657925,,,الرياض,21,حي الربيع,440,5.0,24.0,0.0
4806,حي-طريق-عرفات-حي-الدار-البيضاء-الرياض-الرياض-5067591,محل للإيجار في حي ، طريق عرفات ، حي الدار البيضاء ، الرياض ، الرياض,60000.0,"بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ
٢ محلات تجارية طريق حي العزيزية عرفات الرئيسي  ١٠٠ متر من طريق العزيزيه بجانب صيدلية الدواء و ٣٠ متر من فايف تن واسواق العثيم موقع مميز 
المساحه الاجماليه للفتحه الواحده ٢٠٠ متر مع الميزان 
٢٥ متر في ٥ متر للمحل الواحد مليسه و مبلطه و ٢ دورات مياه اجلكم الله ، الاجمالي للمحلات ٤٠٠م.
الايجار مع بعض او كل فتحه على حده الايجار السنوي للفتحه الواحده ٦٠ الف
الدفع سنوي او نصف سنوي
للاستثمار قصير و طويل الاجل
لتواصل اتصال او واتس اب
للجادين فقط
ابو عبدالله  57271735 

اللهم صّلِ وسَلّمْ عَلۓِ نَبِيْنَامُحَمد ﷺ",200.0,60.0,2.0,2.0,24.576364,46.789378,,,الرياض,21,حي الدار البيضاء,424,20.0,10.0,0.0
4807,الرياض-حي-الندى-الرياض-5067605,محل للإيجار في الرياض ، حي الندى ، الرياض,1500000.0,"معرض للتقبيل مجهز بالكامل 

معرض في مركز تجاري متعدد الاستخدام للتقبيل لم يتم تشغيله لعدم التفرغ (كوفي شوب، بولينق، Concept store).
الموقع : حي الندى – شارع عثمان بن عفان مقابل جامعة الامام سعود.
تفاصيل المعرض : المساحة 500 متر مربع دورين، تكييف مركزي.
الدور الأول : مؤثث بالكامل و مجهز بالالات الحديثة و المعدات جاهزة للتشغيل و لم تستخدم، يوجد به مساران للبولينق و يعتبر المحل الأول بالمملكة الذي يجمع كوفي شوب و بولينق و متجر.
يعتبر المكان فرصة للاستثمار بحيث انه جاهز و يمكن افتتاحه في الحال، مصمم على مستوى عالي من الجودة.",500.0,60.0,7.0,2.0,24.804514,46.693893,3.67,,الرياض,21,حي الندى,598,7.0,45.0,0.0
4808,طريق-الجنادرية-حي-المعيزلة-الرياض-الرياض-5067615,محل للإيجار في طريق الجنادرية ، حي المعيزلة ، الرياض ، الرياض,57000.0,المساحه الميزانين الأرضي 75 الميزان 35,130.0,100.0,3.0,3.0,24.802751,46.853973,4.42,,الرياض,21,حي الجنادرية,410,5.0,26.0,0.0
4810,شارع-سعيد-الحاجب-حي-الرمال-الرياض-الرياض-5067716,محل للبيع في شارع سعيد الحاجب ، حي الرمال ، الرياض ، الرياض,680000.0,يوجد لدينا شقق للبيع بسعار مختلفه كل شقه بسعر مختلف والمساحات مختلفه في حي الرمال  لتواصل على رقم الجوال   ملاحظات الموقع غيري دقيق اتصل تصل,150.0,30.0,1.0,1.0,24.848141,46.829612,4.59,,الرياض,21,حي الرمال,446,1.0,150.0,0.0
4811,طريق-ابي-بكر-الصديق-الفرعي-حي-النفل-الرياض-الرياض-5067745,محل للإيجار في طريق ابي بكر الصديق الفرعي ، حي النفل ، الرياض ، الرياض,160000.0,"@ 4tunerealty

*للايجار معرض تجاري*
*على طريق ابو بكر الصديق*
بحي النفل
بالقرب من طريق الدائري الشمالي

مساحة المعرض 206م
ميزانين

جاهز للاستخدام 
ارضيات وجدران و أسقف 

*رقم المعلن*
3747188

الموقع 📍
https://goo.gl/maps/XVVbV1CKKDvC1zw26",206.0,60.0,7.0,2.0,24.786083,46.681668,4.59,,الرياض,21,حي النفل,610,6.0,25.0,0.0
4812,طريق-الأمير-محمد-بن-سلمان-بن-عبدالعزيز-حي-العقيق-الرياض-الرياض-5067867,محل للبيع في طريق الأمير محمد بن سلمان بن عبدالعزيز ، حي العقيق ، الرياض ، الرياض,300000.0,"كفي دورين ديكور فخم 
دخله الشهري ممتاز
مساحته 306 م
البيع بكامل اغراضه
يوجد قوائم ماليه ( ستعطى للصامل)
في 5 عمال محترفين جدا
الموقع جدا مميز",306.0,30.0,3.0,3.0,24.773649,46.629971,,,الرياض,21,حي العقيق,504,1.0,306.0,0.0
4813,طريق-ابي-بكر-الصديق-حي-التعاون-الرياض-الرياض-5067902,محل للبيع في طريق ابي بكر الصديق ، حي التعاون ، الرياض ، الرياض,100000.0,"بموقع متميز على طريق ابو بكر الصديق ✨
معرض مشطب للتقبيل 
قيمة التشطيبات = 100,000


لتفاصيل اكثر يسعدنا تواصلك على 📞:",184.0,60.0,0.0,3.0,24.762384,46.694412,4.05,,الرياض,21,حي التعاون,404,10.0,18.0,0.0
4815,حي-المنار-الرياض-الرياض-5068050,محل للإيجار في حي المنار ، الرياض ، الرياض,350000.0,"معرض 1+2 حي المنار

المساحة الكليه / 533 متر مربع تقريبا

مساحة الدور الارضي / 379 متر مربع تقريبا

مساحة الدور العلوي / 154 متر مربع تقريبا

الايجار السنوي / 350 ألف ريال لا يشمل الضريبه",533.0,35.0,15.0,7.0,24.722351,46.788017,4.63,,الرياض,21,حي المنار,582,1.0,533.0,0.0
4819,حي-السعادة-الرياض-الرياض-5068309,محل للإيجار في حي السعادة ، الرياض ، الرياض,45000.0,"للايجار عدد ٣ محلات تجاريه واحد على الشارع و ٢ في الخلف 
المحلات فاتحه على بعضها ويمكن تقسيمها لغرض مستودع او غيره موقع ممتاز في اسواق الخنيني على شارع جاكرتا  بجوار كيف الشيوخ حي السعادة 

للتواصل والاستفسار : 
/  
/ 
/ 
.",170.0,25.0,16.0,2.0,24.696915,46.855255,4.09,,الرياض,21,حي السعادة,460,4.0,42.0,0.0
4820,شارع-الإمام-الشافعي-حي-السلام-الرياض-الرياض-5068559,محل للإيجار في شارع الإمام الشافعي ، حي السلام ، الرياض ، الرياض,90000.0,"معرض للايجار 
المساحه الاجماليه ١٣٨م 
الارضي ٩٠م 
الميزان ٤٨م 
يوجد اربع مكيفات 
المعرض مشطب ك مكتب اداري 

للتواصل 
 
 
 
 ",138.0,60.0,14.0,2.0,24.705128,46.800148,4.48,,الرياض,21,حي الروابي,450,5.0,27.0,0.0
4822,شارع-جبل-صقلية-حي-الفيحاء-الرياض-الرياض-5068818,محل للإيجار في شارع جبل صقلية ، حي الفيحاء ، الرياض ، الرياض,16000.0,يوجد محل فاضي,32.0,38.0,,2.0,24.674017,46.812515,4.67,,الرياض,21,حي الفيحاء,526,1.0,32.0,0.0
4824,طريق-الأمير-محمد-بن-سعد-بن-عبدالعزيز-حي-الملقا-الرياض-الرياض-5069640,محل للبيع في طريق الأمير محمد بن سعد بن عبدالعزيز ، حي الملقا ، الرياض ، الرياض,50000.0,"محل تجاري للبيع (جاهز)

المحل مجهز ديكور واضاءه، مساحة المحل ٤٥ متر
 
يوجد في المحل:
- مكيف جري (Gree) ٥ طن
- عدد ٣ كاميرات داخلي وخارجي مع جهاز DVR
- شاشة ١٨ بوصه
- كاونتر رخام 
- عدد ٢ طفايات حريق

الموقع: شمال الرياض - الملقا، طريق الخير (محمد بن سعد)

فترة سماح مدفوعه الايجار الي ٢٤-٤-٢٠٢٣ 

سعر الايجار السنوي ٥٠ الف ريال 

للبيع بمبلغ ٦٥ الف ريال 

(نشاطات غير مسموحه: مغسلة ، حلاق ، مطعم)",45.0,36.0,4.0,2.0,24.810379,46.600437,4.33,,الرياض,21,حي الملقا,570,4.0,11.0,0.0
4825,حي-الملقا-الرياض-الرياض-5069645,محل للإيجار في حي الملقا ، الرياض ، الرياض,50000.0,"محل تجاري للبيع (جاهز)

المحل مجهز ديكور واضاءه، مساحة المحل ٤٥ متر
 
يوجد في المحل:
- مكيف جري (Gree) ٥ طن
- عدد ٣ كاميرات داخلي وخارجي مع جهاز DVR
- شاشة ١٨ بوصه
- كاونتر رخام 
- عدد ٢ طفايات حريق

الموقع: شمال الرياض - الملقا، طريق الخير (محمد بن سعد)

فتره سماح مدفوعه الايجار الي ٢٤-٤-٢٠٢٣

سعر الايجار السنوي ٥٠ الف ريال 

للبيع بمبلغ ٥٥ الف ريال 

(نشاطات غير مسموحه: مغسلة ، حلاق ، مطعم)",45.0,36.0,4.0,2.0,24.811806,46.599712,4.33,,الرياض,21,حي الملقا,570,4.0,11.0,0.0
4830,حي-قرطبة-الرياض-الرياض-5070077,محل للإيجار في حي قرطبة ، الرياض ، الرياض,253750.0,"_ كود 770 حي قرطبه 
_ معرض للايجار مكون من مساحة المعرض 320 متر ودورة مياة 
_ شارع سعيد بن زيد 
_ معرض رقم 3 
_ المعرض ميزانين 
_ باب سحاب خارجي حديث 
************
لمزيد من التفاصيل والعروض نرجو زيارة موقعنا الالكتروني نفوذ التطوير nufouth.com  (يتم تحديثه يومياً)
الرقم الموحد 920010213",320.0,70.0,3.0,2.0,24.8022,46.738667,4.27,,الرياض,21,حي قرطبة,706,8.0,40.0,0.0
4832,الخيمة-مول-طريق-خريص-الفرعي-حي-الروضة-الرياض-الرياض-5070271,محل للإيجار في الخيمة مول ، طريق خريص الفرعي ، حي الروضة ، الرياض ، الرياض,160000.0,"محل تجاري علي طريق خريص العام في مركز السلة التجاري فرصه استثماريه لجميع الانشطه التجارية بترخيص من البلديه والدفاع المدني مجهزه بمواقف واسعه مع موظفين نظافه وصيانه 
التعامل مباشره مع المالك بدون وسطاء 
المعاينه للمحلات متاحه في اي وقت
            السعر :160000",70.0,7.0,6.0,1.0,24.7236,46.775694,,,الرياض,21,حي الروضة,452,7.0,10.0,0.0
4834,شارع-الطائف-حي-ظهرة-لبن-الرياض-الرياض-5070554,محل للإيجار في شارع الطائف ، حي ظهرة لبن ، الرياض ، الرياض,350000.0,"درايف ثرو للايجار 
مساحة الأرض : ٩٠٠م 
مسطح البناء : ١٦٧م 
مواقف امامية وجانبية 
مرخص مطعم او مقهى 
الايجار السنوي : 350,000 
الوكيل الحصري 
مكتب ديارنا للخدمات العقارية 
مرخص من الهيئة العامة للعقار
 ترخيص 1200005079 
واتساب  
وساطة عقارية ، بيع وتأجير ، إدارة الممتلكات والمرافق",900.0,59.0,,1.0,24.611513,46.496311,4.0,,الرياض,21,حي ظهرة لبن,688,30.0,30.0,0.0
4841,طريق-سعيد-ابن-زيد-حي-قرطبة-الرياض-الرياض-5070789,محل للإيجار في طريق سعيد ابن زيد ، حي قرطبة ، الرياض ، الرياض,1000.0,"معارض للإيجار في حي قرطبه 

تبدا المساحات من 203م الى 418م مع الميزانين 

السعر : 1000للمتر قابل للتفاوض",203.0,60.0,0.0,2.0,24.819781,46.730009,4.43,,الرياض,21,حي قرطبة,706,15.0,14.0,0.0
4843,الطريق-الدائري-الجنوبي-الفرعي-حي-شبرا-الرياض-الرياض-5070864,محل للبيع في الطريق الدائري الجنوبي الفرعي ، حي شبرا ، الرياض ، الرياض,40000.0,"مكتب للتقبيل فتحتين الدائري الجنوبي الموقع شمال الدائري 
السعر ٤٠٠٠٠ للإستفسار الرجاء اختيار الوقت المناسب ومرحب 
 04230003",66.0,20.0,8.0,1.0,24.578409,46.681515,3.88,,الرياض,21,حي شبرا,674,8.0,8.0,0.0
4844,شارع-أبي-بكر-الرازي-حي-السليمانية-الرياض-الرياض-5070927,محل للبيع في شارع أبي بكر الرازي ، حي السليمانية ، الرياض ، الرياض,250000.0,"مطعم شبه جديد للتقبيل استخدام اشهر قليله،
مجهز كامل للتشغيل يوجد فيه 
-هود ومراوح شفط
-منطقة تحضير واستلام وتسليم مع باب خلفي
- شواية على الجمر
- مكينة شاورما
- ثلاجات عرض وحفظ
-كاونتر كاشير ولمبات
- تكييف سبليت راكب
- كاميرات
-انظمة السلامة والحريق

في واحد من افضل مواقع الرياض مقابل المستشفى العسكري بحي السليمانيه وخلفه مدينة الملك فهد الطبيه.",60.0,30.0,0.0,2.0,24.690399,46.711712,,,الرياض,21,حي السليمانية,468,5.0,12.0,0.0
4845,شارع-عبدالرحمن-الجيلي-حي-جرير-الرياض-الرياض-5070938,محل للإيجار في شارع عبدالرحمن الجيلي ، حي جرير ، الرياض ، الرياض,20000.0,"محل مساحته 35م على شارع جرير التجاري، مقابل المحلات محطة بنزين ومستوصف ومطعم


الاتصال على جوال  ",35.0,30.0,,8.0,24.673292,46.754349,4.0,,الرياض,21,حي جرير,662,35.0,1.0,0.0
4846,طريق-الامام-سعود-بن-عبدالعزيز-بن-محمد-الفرعي-حي-الملك-فهد-الرياض-الرياض-5070958,محل للإيجار في طريق الامام سعود بن عبدالعزيز بن محمد الفرعي ، حي الملك فهد ، الرياض ، الرياض,550000.0,"للإيجار معارض مفتوحة مساحة٣٨٠م
علي طريق الإمام بحي الملك فهد ملاصقة لمطعم الناضج من الشرق
الإيجار حد٥٥٠ ألف سنويا قابلة للتفاوض
مع وجود شقة بالخلف ٣غرف وصالة وحمامين ومطبخ لمن يرغب إستئجارها مع المعارض",380.0,60.0,15.0,1.0,24.747143,46.662329,4.38,,الرياض,21,حي الملك فهد,576,30.0,13.0,0.0
4847,طريق-ابن-تيمية-حي-بدر-الرياض-الرياض-5071042,محل للإيجار في طريق ابن تيمية ، حي بدر ، الرياض ، الرياض,50000.0,"محلات فاضيه للايجار عدد8 فتحات السعر قابل للتفاوض التواصل  / 
الوقت 4-9 مساء",48.0,60.0,,1.0,24.556131,46.702991,4.48,,الرياض,21,حي بدر,648,4.0,12.0,0.0
4848,شارع-الشيخ-عبدالرحمن-بن-عبدالله-بن-محمد-حي-الزهرة-الرياض-الرياض-5071052,محل للإيجار في شارع الشيخ عبدالرحمن بن عبدالله بن محمد ، حي الزهرة ، الرياض ، الرياض,5000.0,,24.0,30.0,36.0,4.0,24.576406,46.655205,4.43,,الرياض,21,حي الزهرة,458,4.0,6.0,0.0
4849,شارع-أبي-بكر-الرازي-حي-السليمانية-الرياض-الرياض-5071310,محل للإيجار في شارع أبي بكر الرازي ، حي السليمانية ، الرياض ، الرياض,150000.0,"مطعم شبه جديد للتقبيل مساحته 60متر مربع استخدام اشهر قليله،
مجهز كامل للتشغيل يوجد فيه 
-هود ومراوح شفط
-منطقة تحضير واستلام وتسليم مع باب خلفي
- شواية على الجمر
- مكينة شاورما
- ثلاجات عرض وحفظ
-كاونتر كاشير ولمبات
- تكييف سبليت راكب
- كاميرات
-انظمة السلامة والحريق

في واحد من افضل مواقع الرياض مقابل المستشفى العسكري بحي السليمانيه وخلفه مدينة الملك فهد الطبيه.
سعر التقبيل 250 الف ريال غير سعر التأجير",60.0,30.0,,2.0,24.690413,46.711651,,,الرياض,21,حي السليمانية,468,5.0,12.0,0.0
4850,شارع-التوحيد-حي-العوالي-الرياض-الرياض-5071561,محل للإيجار في شارع التوحيد ، حي العوالي ، الرياض ، الرياض,100000.0,"صالة ميزانين 
مجهزة مطعم او اي نشاط آخر 
يوجد بها مكيفات عدد ٧ 
فرن حجر + شواية +مداخن راكبه + تمديد غاز مركزي جاهز  
الدور الثاني مجهز عوائل 
سعر الاجار فالسنه : 100,000
:‬   
.
.",186.0,30.0,5.0,1.0,24.558697,46.615913,,,الرياض,21,حي ظهرة نمار,690,9.0,20.0,0.0
4851,شارع-الحسن-بن-علي-حي-الروضة-الرياض-الرياض-5071566,محل للإيجار في شارع الحسن بن علي ، حي الروضة ، الرياض ، الرياض,110000.0,"عرض رقم 1899

بسم الله الرحمن الرحيم
الرجاء قراءة الاعلان بشكل واضح
السلام عليكم ورحمة الله وبركاته

للايجار محل في الروضة موقع استراتيجي
على شارع الحسن بن علي عبارة عن فتحتين 
الاجار 110ألف دفعه واحده
للتواصل ابو مساعد : 
مؤسسة عثمان العبرة العقارية
خدماتنا :تسويق -ادراة املاك -تطوير عقاري -كتابة عقود الكترونيه -اتحاد ملاك -خدمات البيع على الخارطة 
أوقات العمل من ٤ عصرًا حتى ١٠ مساءً
واتساب ٢٤ ساعه 
* الموقع غير دقيق",160.0,36.0,3.0,3.0,24.738356,46.760681,4.56,,الرياض,21,حي الروضة,452,8.0,20.0,0.0
4852,حي-سلطانة-الرياض-الرياض-5071663,محل للإيجار في حي سلطانة ، الرياض ، الرياض,30000.0,"محمصة للايجار 


بجميع محتوياته بس تحتاج تجيب بضاعه وتبدا بيع باذن الله 

للاستفسارات التواصل واتس اب فقط : ",40.0,19.0,25.0,1.0,24.607212,46.685516,5.0,,الرياض,21,حي سلطانة,672,4.0,10.0,0.0
4853,شارع-خالد-بن-الوليد-حي-غرناطة-الرياض-الرياض-5071674,محل للإيجار في شارع خالد بن الوليد ، حي غرناطة ، الرياض ، الرياض,561000.0,"بسم الله الرحمن الرحيم

محلات الإيجار بحي غرناطه شارع خالد بن الوليد 

عمر عقار جديد 

مساحة الصالات = ٦٦٠م 


اطوال المحلات

العمق
١- ٢٤
٢- ٢٤

٣- ١٨
٤- ١٦
٥- ١٤
العرض / ٤ م

سعر المتر ٨٥٠ ﷼

للتواصل  ",660.0,100.0,0.0,7.0,24.78923,46.746391,4.17,,الرياض,21,حي غرناطة,704,20.0,33.0,0.0
4855,حي-النسيم-الشرقي-الرياض-الرياض-5071733,محل للبيع في حي النسيم الشرقي ، الرياض ، الرياض,300000.0,"مكيفات اسبلت ٤ 

مكيف صحراوي واحد 

مكينه بروستد امريكي عدد٢

مكينه بطاطا ١

قريل كودو عدد١

ساب سخان سندوتشات ١

صاج عربي عدد ١

مكينه شاورما ٥ عيون حجم كبير ١

ثلاجة عرض كبيره ١

فرن فطاير كبير  

ثلاجة باب واحد للفطاير 

فريزر عدد ٢ 

عجانه سوريه كبيره ١
ثلاجة بابين عدد٢

ثلاجة باب واحد عدد١

ثلاجة استيل بابين عدد١

جهاز كاشير مع ٣ طابعات

قطاعه بطاطا عدد١

فلتر ماء عدد١

وعدة المطبخ كامله",64.0,76.0,30.0,2.0,24.742779,46.840271,,,الرياض,21,حي النسيم الشرقي,604,8.0,8.0,0.0
