,place_id,isLoved,rated1,rated2,rated3,rated4,rated5
661,ChIJATiqgQ4aLz4R1d9uHjTfEI0,1,0,1,1,1,5
662,ChIJAU7iLGb7ST4RhDuiQsdmyoM,1,0,0,1,1,1
663,ChIJAURJqzERNT4RQOs2V5RtxsM,1,1,1,1,1,1
664,ChIJAUYuqaP8Lj4RBvtgQrDnqPI,1,0,0,0,1,8
665,ChIJAUz1EDGWNz4Rhk_cnG_pK6o,1,3,0,2,0,1
666,ChIJAVAGr6-gNT4R3AbKADMuuFk,1,1,0,2,1,1
667,ChIJAVa1cUUPNT4RTSXRJUKNAGQ,1,0,0,0,4,3
668,ChIJAVqwOGQaLz4RXStylstu2uc,1,0,1,1,2,3
669,ChIJAWBZ2yoRNT4RS9jqOhMYJAM,1,1,0,1,1,2
670,ChIJAX94v9AGLz4RGIIu4TPHly0,1,0,0,2,6,1
671,ChIJAXpTZ3gHLz4RuTJeyk0_GOE,1,0,0,0,0,7
672,ChIJAYiLYDr7ST4Rj0eGbmJUhzg,1,1,0,0,2,3
673,ChIJAZy73TIXLz4RCeeQbmpqf9g,1,0,1,0,0,5
674,ChIJA_DCWLTnST4RO5zdVzTLM-E,1,0,0,0,1,9
675,ChIJA_HphZv9ST4ReeCggTLO4Sw,1,0,0,0,0,1
676,ChIJA_lLtf6ZLz4RiuXtyQcROmk,1,2,0,0,1,3
677,ChIJA_vzTDQDLz4RpcBQILykUxY,1,0,0,0,1,7
678,ChIJAa-0nPYRNT4RqEDJ7NCFF90,1,0,1,0,2,5
679,ChIJAa8qmhL9ST4RfFMjLE8xg-U,1,2,1,0,2,3
680,ChIJAbV-uFQDLz4RMxoQH5DnGvI,1,0,0,4,0,1
681,ChIJAbffa-cPLz4R4nvYws-ZjJI,1,0,0,0,1,7
682,ChIJAcPABJnjLj4RKCxZRC2mdyU,1,0,1,1,4,0
683,ChIJAd2bQrCRNz4Rhy_kJCWIQ_w,1,4,1,0,0,1
684,ChIJAd_3enLlLj4ReH_JyC3H8qw,1,1,0,0,2,2
685,ChIJAddk31f7ST4RCQuTyX4C3mI,1,3,1,0,2,0
686,ChIJAdfdZe3DST4RZa6OMkKHAik,1,0,0,1,3,4
687,ChIJAdmBYp7kLj4RUX0zHXKbU0c,1,0,1,0,3,4
688,ChIJAdpWeYXjST4RwmywkmeWfAs,1,0,0,0,0,2
689,ChIJAe-s7ALbST4R7VHGNorfjxc,1,1,0,1,0,6
690,ChIJAegy8uwHLz4RUyT1P1RTkIE,1,3,1,0,0,3
691,ChIJAen6q6QdNj4RBcj-jXn_v4c,0,0,0,0,0,2
692,ChIJAwD3T0v7ST4RmSVFFZlYXsM,0,1,2,2,0,2
693,ChIJAxfcHwftNz4RTHxdlffhyg4,0,1,0,0,0,1
694,ChIJAxsG8GfDST4RZOXrHcnif7c,0,0,0,0,1,7
695,ChIJAxvQGLKXNz4R58sSzycYnhs,0,1,0,2,0,6
696,ChIJAytROv39Lj4RHh0hnBGIOCE,0,3,0,1,1,3
697,ChIJAzfB8zn9ST4RcKJCWsNO89w,0,0,0,0,2,5
698,ChIJB-qFgmH_Lj4R6lE-fNjQ9mE,0,1,0,0,1,6
699,ChIJB0GLu2T8ST4R6n1z_OfV-xA,0,2,1,2,1,3
700,ChIJB15XiMGXNz4RhTDDHsUO_j4,1,1,2,0,3,1
701,ChIJB1JXkcfnST4RTgXTEafYF4c,1,0,0,0,2,5
702,ChIJB1sdL1r9ST4R7mWM2Fvosq4,1,3,2,0,0,4
703,ChIJB2nao-8dLz4R7XKSxnsYpVw,1,1,0,0,1,5
704,ChIJB2zHJMyjNz4RIEeVU19VBAw,0,0,0,0,0,1
705,ChIJB3c1jmzjST4R2-5wBBmzgiw,0,0,0,2,1,4
706,ChIJB4qtspUHLz4RH76qLwftgyE,0,2,0,2,2,1
707,ChIJB5OrLpQRLz4RsIAqzftSed4,1,1,0,0,0,1
708,ChIJB5RctID-ST4RMjPKtN4Zyxo,1,0,1,2,1,2
709,ChIJB5UOARjdST4RkoCa3GEXKkk,1,1,0,0,0,5
710,ChIJB5VbczEHLz4R2LZ8ZTDowUc,1,1,0,1,2,2
711,ChIJB6HTKQP_Lj4ReTAy3h-dQbM,1,1,0,0,2,5
712,ChIJB6fdaSEBLz4RbevyRW40R1g,0,0,0,0,0,1
713,ChIJB7gzaOgGLz4RtgrEtrVTK-E,0,1,1,1,1,6
714,ChIJB7hEKXkdLz4R2fJIJFGfQGU,0,0,1,1,1,4
715,ChIJB97_2CmoLz4RgzJ1bU-LWAo,1,3,0,1,2,2
716,ChIJB9Xp8DbiLj4RmXdbOKcXmJE,1,0,0,0,1,5
717,ChIJBRTP3hEPLz4RjomUvDkhO-E,1,1,0,0,0,2
718,ChIJBRlE_KYFLz4RTmPzcRD5UHA,0,0,0,1,0,4
719,ChIJBRlE_KYFLz4RztnQyvdS5tA,0,1,0,0,0,2
720,ChIJBSEamjsDLz4RSAJMTKBeXj4,0,0,0,3,1,5
721,ChIJBSRygOrnLj4RmQfT9AjKdzw,0,0,0,0,0,8
722,ChIJBS_eUFyTNz4Rx7PgGfqWBZo,1,1,0,0,1,4
723,ChIJBVRhGWyXNz4RWkdeoJDa600,0,0,0,0,1,3
724,ChIJBV_IAt7lLj4RR0JleeIDhn0,1,1,0,0,2,4
725,ChIJBViDMVcbLz4R22KShdNZaNw,1,2,1,0,1,2
726,ChIJBW9qA98PNT4RzV-7Jr9JgbI,1,1,1,0,0,3
727,ChIJBWL7pmagNT4RkP-I9dZAOjg,1,0,0,0,2,1
728,ChIJBWvLg1IbLz4R64pL8xrratg,1,3,0,1,3,1
729,ChIJBX9ABQoELz4RC1Pgzywdoxk,1,1,0,0,2,2
730,ChIJBXEEYqqRNz4RQ767TAq-_zo,1,4,0,0,0,1
731,ChIJBXokGjYDNj4RgaYAbGblXtI,1,0,0,2,1,4
732,ChIJBY6PH63jLj4RceRZj-YZEIQ,1,1,0,0,3,4
733,ChIJBYC5GAMRNT4RjGfPOqgujVs,1,0,0,0,0,5
734,ChIJBYN5al2TNz4RjMIusem0LGQ,1,2,1,1,0,2
735,ChIJBYc_FWCTNz4RCNXrGRL5Ywc,1,1,0,1,1,7
736,ChIJBYeYbJb7ST4RMexkUAn_lsA,1,1,0,1,1,4
737,ChIJBZNFBm_9Lj4R2rapOJGRCDM,1,0,0,0,0,7
738,ChIJBZaXesgPLz4R2T7GU2TjAxw,1,0,1,2,4,2
739,ChIJBarvH7boST4RriUI0m4KAYg,1,2,0,0,1,5
740,ChIJBb4VoLEFLz4RxmSdiixv-qE,1,2,0,0,2,2
741,ChIJBbZCV3IHLz4RCV24pKzgNog,1,0,0,1,1,5
742,ChIJBbh0jKOgNT4RCQ7A_7EXXAQ,1,1,4,0,1,3
743,ChIJBblj8NeXNz4R8WNBOLs-CSE,1,0,0,0,1,6
744,ChIJBcgDL20DNj4Ry5VfIkjVUTs,0,0,0,0,0,5
745,ChIJBd3iZ5QRLz4Rf5NDywOHrP8,0,3,1,0,0,3
746,ChIJBd_suthTLj4RA9YWvx94vh0,0,2,0,0,3,1
747,ChIJBfGMtYIDLz4R8cte_B2KVG4,0,2,1,0,1,5
748,ChIJBfoXWJiXNz4RvTHS3hZB4Fk,0,1,0,1,0,6
749,ChIJBw9QV6f9Lj4RzsqEeZ44vfw,0,1,0,3,0,2
750,ChIJBxOoG97_ST4R8dZiQP-1qko,0,1,0,0,0,5
751,ChIJBxPGhyAPNT4RwEF9a7zgE9g,1,3,1,0,1,2
752,ChIJByJSEogFLz4RTTlFwImSvjM,1,1,0,1,0,6
753,ChIJBzO2HzHjLj4R-fr7BNyTYdU,1,0,0,1,1,6
754,ChIJC-m0QMoCLz4RLLaTpQj0Sc8,1,2,1,0,2,3
755,ChIJC0kuzK3iST4RUxhcj_nNGP8,1,0,0,0,1,5
756,ChIJC1Cn0bQPNT4RkYg1If--rHk,1,0,1,0,0,6
757,ChIJC1yD4lIELz4RfbOJURNimsM,1,1,0,2,0,5
758,ChIJC270P0rbST4Ru-b-MFJ6Q6s,1,2,1,0,0,4
759,ChIJC2N8rRgdLz4RpQmimIpgTk8,1,1,0,1,1,3
760,ChIJC2zxb1vvST4RFaSC4zuaWrE,1,0,4,0,2,1
761,ChIJC45MyUwONT4RNYNZNh9Cy-s,1,1,0,0,1,4
762,ChIJC4PAxUsTLz4RTtDm37zDZmU,1,1,0,0,1,6
763,ChIJC4ttKIKXNz4R68f_gz9DIxg,0,0,0,0,0,3
764,ChIJC5MBKm8FLz4RxrLNdrYqcxM,0,5,0,0,1,2
765,ChIJC5iEjvcDLz4RyUNr__qQAUU,0,2,0,0,1,6
766,ChIJC6Ny4NERNT4RcKPmY11carw,0,2,0,2,2,1
767,ChIJC7C4DQuVNz4RpoL4ndsTA3I,0,0,0,1,1,7
768,ChIJC7LLyKyhNT4R-71ZrT2CN_g,0,2,0,0,0,3
769,ChIJC81fbwWpLz4Rnp54Z4heZLU,0,1,0,0,0,6
770,ChIJC8UpeDz9ST4RB6ROCLF4-yE,0,2,0,1,0,3
771,ChIJC9-F2ogPLz4Rh0O4S3P3PDA,0,1,0,1,1,5
772,ChIJC9LGkQwRLz4RoBt0zV3KHAA,0,3,0,2,2,1
773,ChIJC9zsDOUDLz4RterTdNwsQKk,0,2,1,0,2,3
774,ChIJCQP3Pg3pST4RGYzfGnBoGpw,0,1,0,2,0,3
775,ChIJCQkFi_kPNT4RR4WsS36FQOo,0,0,0,2,1,4
776,ChIJCSNlu4f7ST4RHcIw2qlnbF8,0,0,0,1,1,6
777,ChIJCSewy6CXNz4R9y-j1Fki84s,0,1,0,0,0,2
778,ChIJCUATnX0FLz4Rozqb6I4tarQ,0,3,0,0,2,0
779,ChIJCULTkzvjLj4R12DjFyGNkcw,0,2,0,1,0,5
780,ChIJCUkEoXwDLz4R72jfS0cvSsI,1,0,1,0,1,6
781,ChIJCUqb2LjkST4RVtSvos3qIpM,1,3,0,1,0,1
782,ChIJCUzqLNv9Lj4RAOvn12Q1HaM,1,1,1,0,0,8
783,ChIJCVK0XRn_Lj4Rt9q5Rcj4Ly4,1,2,0,2,0,5
784,ChIJCVgimFwJLz4RDZZ1qG9Glrw,1,1,0,2,1,2
785,ChIJCVsEdz6RNz4Rn3ZeUsMCok8,1,3,1,0,0,2
786,ChIJCXijTRoFLz4Rf9apOxW3i7k,1,2,1,1,1,0
787,ChIJCZTSVWqnLz4RA1WsALtTLUc,0,0,0,1,2,2
788,ChIJC_41inQFLz4Ri2QXw7_qd98,0,2,0,0,3,2
789,ChIJC_88BgsDNj4Rx4Mo1ZM7HNI,0,0,0,0,2,5
790,ChIJC_gEKxH9Lj4R1bkAvqPZP0E,1,1,0,0,4,2
791,ChIJC_nZQzmXNz4RzWI5Mc7jXMY,1,0,1,0,0,5
792,ChIJCaqT62P-Lj4RmbHKY1AMEAc,1,3,0,0,2,1
793,ChIJCb1SU-kBLz4RTpVdHWubpNY,1,2,0,1,0,2
794,ChIJCcpIoeXDST4RTtl3dRjZ91Q,1,1,0,0,1,6
795,ChIJCctlOhahNT4RLKqTO367n88,1,0,0,1,2,1
796,ChIJCdbLQGDjST4RE6pDcrbMrcQ,1,0,0,0,1,6
797,ChIJCdeSqfLjLj4RXLnQ3QHGk9w,0,0,0,0,1,4
798,ChIJCdl2FmvjLj4RT6oqo6vs2g0,1,0,0,0,2,5
799,ChIJCev-BH-hNT4RBl8yN20boxk,1,0,2,1,0,5
800,ChIJCf0d1pyxNz4RO2O4GTcRk-8,1,1,0,0,2,2
801,ChIJCf1o9xsELz4Rm5h1u5vDQ04,1,0,1,0,3,4
802,ChIJCxuRhZLbST4RMcGXKppBEDY,1,3,1,0,1,1
803,ChIJCyxq76cdLz4REHLrpUBbcM8,1,2,0,0,3,2
804,ChIJCzAk2KkRLz4RX6RjDqVI97U,1,0,0,0,3,4
805,ChIJCzlmL0jjST4RrvTqn1kl9A8,1,2,0,1,0,3
806,ChIJCzr3dh39Lj4RpCG4Tan0I10,1,0,0,1,1,6
807,ChIJCzxpubXtNz4RafX8A_lqKxE,1,0,0,0,0,1
808,ChIJD-NNKzrDST4RDF_jfzhmm90,0,3,0,0,0,5
809,ChIJD0NJVfAPLz4Rk8YQfva42_E,0,0,0,0,2,6
810,ChIJD0TrgyoONT4Rfz_w1J-xIxI,1,3,0,2,1,2
811,ChIJD18C8I6XNz4RAak0jcqJQ2I,1,1,1,0,3,4
812,ChIJD1HRfRYPLz4RBZHWapgaeGY,1,0,0,0,2,3
813,ChIJD2TbfRSqLz4RcCqU8_upITM,1,3,0,2,3,2
814,ChIJD3AlkKOtLz4RnOVFfWGtmfY,1,2,0,2,0,2
815,ChIJD3UI4rUDLz4RfwGpAYck5ZQ,1,2,0,1,1,5
816,ChIJD3WShPIDLz4Rk47gyVwxlxE,1,0,0,0,0,7
817,ChIJD3vRXFUDNj4RrrI1I5hgMy0,0,0,0,0,0,1
818,ChIJD4QA6fcfLz4R7LIQ_LUrsxU,0,0,0,0,0,6
819,ChIJD7LyEqzDST4RMJ8pHc6RE7A,0,0,0,0,1,5
820,ChIJD7a2ckHsNz4RitniPK9IBIA,0,0,1,1,2,3
821,ChIJD7kqSi0PNT4RA4DwuxtEYtA,0,1,3,1,0,2
822,ChIJD7scrLbvLj4RyViQ7N6cPAQ,0,3,0,2,1,2
823,ChIJD7zGVH77ST4RlIGefSrlNTo,0,0,0,3,2,2
824,ChIJD8XQq54ZLz4RbrwDzdFzMhI,0,0,2,0,1,3
825,ChIJD8YZBoK9Nz4RQj4NN4WuWlo,0,2,0,1,1,4
826,ChIJD951E_scLz4RGPDq2PMUCAQ,0,0,1,1,1,4
827,ChIJD9ExgdECLz4RjGHrUFptgFY,0,0,2,1,1,1
828,ChIJDQjRnKXiLj4RES1XsTnOeD4,0,3,0,0,2,4
829,ChIJDTYwKSvlST4Ro7RC7sr7iMM,0,3,0,0,1,2
830,ChIJDU2GMULvST4RurvBB3nzjnk,0,0,0,0,3,5
831,ChIJDUXLrXcFLz4R9hL0Me8Zfsg,0,2,2,0,0,2
832,ChIJDU_hitgDLz4Rqw0-nLGHvlA,0,1,0,0,1,7
833,ChIJDV8mgOYBLz4RVs-uNS9tDSM,0,1,2,0,2,3
834,ChIJDV8wN2uhNT4Rv0mwKz_mxpM,0,1,0,0,2,6
835,ChIJDVOIr3ARNT4R2RXEKBQ5mbs,0,5,1,0,1,1
836,ChIJDVoCdzOXNz4R6KitdTMLPpg,0,3,0,2,1,0
837,ChIJDWMG4jCWNz4ROMqFDbZupbs,0,0,0,0,1,5
838,ChIJDWe9jMLoST4RGqwk_kSbEJM,0,1,0,0,1,4
839,ChIJDXewnGkALz4RETGBGDyyyx8,0,2,0,1,1,2
840,ChIJDXkIKhkQLz4RcR3mX5C4JHw,0,1,1,0,3,4
841,ChIJDYZCyLXnST4RBYccU26trf4,0,0,0,0,2,4
842,ChIJDYztDmYALz4RVmb0eAiFH4c,0,1,0,0,1,5
843,ChIJDZQRSgrpST4R-bQ9lyYrmeE,0,1,0,0,1,6
844,ChIJDZiK_4L_Lj4RhaEUMt85acE,0,1,0,0,2,4
845,ChIJD_EAA3_jLj4RaW2i1B18zzE,0,2,1,2,2,3
846,ChIJD_dvfC-RNz4R4DSsH1ueCUU,0,0,0,0,0,3
847,ChIJD_heuCEDLz4R9hH738QFeIE,0,0,0,0,0,8
848,ChIJDaGoDC39ST4RIczh66lP4YQ,0,0,0,1,0,6
849,ChIJDab4KyERLz4RtFFhfJTzssM,0,1,1,0,0,3
850,ChIJDatEIBbbST4RNLi8Jlju-dM,0,0,0,2,1,2
851,ChIJDaw_d8eQNz4RDg44ORam_G0,0,2,1,0,0,4
852,ChIJDb8B5q0RLz4RnJvKHXZ7U-o,0,0,2,0,1,3
853,ChIJDc9vhyXlLj4RPsaFjEBAyqk,0,1,0,1,0,7
854,ChIJDcdHEIi9Nz4RZunvG9F1cuw,0,1,0,0,4,3
855,ChIJDd-OysEHLz4RyZRJi5oHfDs,0,3,0,0,2,3
856,ChIJDdlsZ4iTNz4R672V3M_DuSE,0,0,1,2,2,2
857,ChIJDe8DD0QdLz4RB6Bw0Hqr3OM,0,1,0,0,1,5
858,ChIJDeEPE0kTLz4RsdNx4ggA3Dw,1,1,0,1,1,3
859,ChIJDf0UPMv_Lj4RFk_630wXLLk,1,3,0,1,3,1
860,ChIJDf0vKVL9Lj4Rh0_PPs6UJ_E,0,0,0,0,1,8
861,ChIJDfdv5zuRNz4Rm3M-DfITRyA,0,0,0,1,0,5
862,ChIJDfrp0-8RLz4Rr5xlo97iVus,0,1,0,0,0,6
863,ChIJDwtJwGTtNz4R-6zGBR9Xb8k,0,0,0,0,0,1
864,ChIJDx-pmW8RLz4RFNMau0Lq-dU,0,1,1,0,0,6
865,ChIJDyH27gkGLz4Rdjpg1Wb_qFk,0,0,0,0,1,4
866,ChIJDysJm0gPNT4R3klQESMPauA,1,2,1,0,2,1
867,ChIJDzS1mQQdLz4RqaQTMDdl6ZI,1,3,1,0,1,0
868,ChIJDzTP2LPpST4Rgkaw4y9h_kU,0,3,0,0,0,6
869,ChIJE-01vh4DNj4RORTnDrejIuI,0,0,0,0,1,5
870,ChIJE0HWUj4PNT4REPfTX1KH91o,0,0,0,1,2,3
871,ChIJE1A7OVSTNz4Ruyv5CNlawTI,0,0,0,0,4,4
872,ChIJE5S1NdTnST4R8N2TL-zs1D8,1,0,0,1,1,5
873,ChIJE5YscOkfLz4Roc2UPiUg2GY,1,1,0,0,0,1
874,ChIJE5ZBREirLz4R2A9ZEdsPWFY,0,0,0,0,0,5
875,ChIJE5bV9MOWNz4RaAheZhPecNY,1,0,0,3,1,1
876,ChIJE7H59NqXNz4RHn7FV7LfcCY,1,1,1,1,1,2
877,ChIJE7c6iMaTNz4R_9ga6NHmr10,1,0,0,0,2,7
878,ChIJE844YiP_ST4Rl8isi2Go7ZA,1,1,0,0,1,8
879,ChIJE8Z9nyf9ST4ResJTTz4KOKQ,1,1,0,1,2,2
880,ChIJE91NFDgBLz4RP6R4BVafZKs,1,1,0,0,0,3
881,ChIJE9PzP_LjST4R7OXFNBtA6DA,1,0,0,0,0,8
882,ChIJEQ9ZaYm9Nz4ROQA8JVo0VwM,1,1,0,2,1,1
883,ChIJEQJKJwyrLz4RNn3T4VwfdvQ,1,1,0,0,0,1
884,ChIJEQWlb5D_Lj4Rej0Ax37fxKI,1,1,1,0,2,4
885,ChIJEQucm8OTNz4R6kFdSHYUGdQ,1,1,0,1,1,4
886,ChIJERDoidn9ST4RurtykAaASTk,1,0,0,0,0,1
887,ChIJERpnTAcBLz4RuON0hMsEF88,0,0,0,0,2,5
888,ChIJES-euYm9Nz4RnLeeTgItYEU,0,0,0,1,1,5
889,ChIJESmSG1IBLz4RAk1AoS5HakM,0,1,1,0,1,3
890,ChIJEW0NkSUdLz4RGheMEcENBmE,1,0,0,1,1,5
891,ChIJEWEx190GLz4R1-c5q8SzyDI,1,2,0,1,2,2
892,ChIJEWGA9s8TLz4RFKQ1I5IpIRI,1,3,1,0,0,3
893,ChIJEWpqJErnST4RR05a4hOX1gU,1,2,1,1,1,4
894,ChIJEXFi59oDLz4RgvB3bCCTW1g,1,3,0,0,0,2
895,ChIJEXfcrZcdLz4RhqSj3kZFPsk,1,4,1,0,1,2
896,ChIJEXtAm4ynLz4ROhbCsD7azKk,1,1,0,0,0,0
897,ChIJEYCUQ3YBLz4RJ5p1f6Mv-20,0,2,0,0,0,6
898,ChIJEYVmG3f8ST4RqYuO9tUKqro,1,1,0,1,0,5
899,ChIJE_u9eVbbST4R0YKY97_kedw,1,1,4,0,0,1
900,ChIJEbnNPIH9Lj4RTTXokKSAJDE,1,1,0,3,3,1
901,ChIJEd2Kb539ST4RAL1m4EEkMHk,1,2,0,2,2,1
902,ChIJEd31MFrpST4RZjV5i8bOlzY,1,1,0,0,0,5
903,ChIJEdOoc7-XNz4Rw53gvG0yGwA,1,0,0,0,0,8
904,ChIJEdge1akCLz4RS9NxO0kSOVM,1,2,0,0,1,4
905,ChIJEe0S7piTNz4RiA8AFb_4cYI,1,0,0,1,1,6
906,ChIJEe3Wos0DLz4RRquyr6O4TYU,1,2,0,1,0,4
907,ChIJEf4e-d_9ST4RAfT9zPuUyLQ,1,0,1,2,1,4
908,ChIJEfMIF9biLj4RdcGuGSAyufQ,1,3,1,1,0,3
909,ChIJEweSLKT9Lj4RKzYCx6MKU1M,1,0,0,2,2,3
910,ChIJEwevfFPvST4R41WEgLo-cp8,1,1,0,2,1,3
911,ChIJExV5eBaRNz4Rg5oxYLpO5Fo,1,1,1,0,1,2
912,ChIJEy0QdM2WNz4RK8YTseqtWlE,1,2,0,0,1,4
913,ChIJEy7R7nKhLz4R5KX6q7L9Pow,1,0,0,4,1,0
914,ChIJEyXgkz6WNz4RLkm2XTMHznE,0,0,0,0,0,1
915,ChIJEyYIhdWXNz4RFt6lmt-DNpk,0,0,1,1,0,2
916,ChIJEy_ndXzvLj4R5PwNnlaEgJM,0,1,0,1,2,3
917,ChIJEzccAVLjLj4RtynjX2xFtCs,0,1,0,1,1,4
918,ChIJEzidImAdLz4RB-BvePgRSok,0,2,0,3,0,4
919,ChIJEzvlqUzDST4RG4R60fzV7Gs,0,0,0,0,2,5
920,ChIJF0-JVEb_ST4RmXN7DIG8cfI,0,0,1,0,2,5
921,ChIJF0ArKC7lLj4RulZIrHDvi7g,0,1,1,2,0,3
922,ChIJF0C-UumhNT4RhNQVDmRxwXc,0,1,0,0,2,2
923,ChIJF0Xt8SeXNz4RtQOxo7czH5s,0,1,2,1,1,3
924,ChIJF0j6XG3oST4R3WO3ZWXYne8,0,2,1,0,1,3
925,ChIJF0yIW--VNz4Rpfcbzq7B6vk,0,1,1,1,1,2
926,ChIJF35bMP4BNj4RbfBWBoDSJ2w,0,0,0,0,0,5
927,ChIJF3ID6Gj9Lj4R5QqbFF8z7NU,0,1,0,1,1,5
928,ChIJF3Qo4JwDLz4RBRKewUCyhEo,0,1,0,0,0,2
929,ChIJF3ray-IHLz4Rv--TMQ4OoAI,0,1,0,0,0,1
930,ChIJF45ZTn39Lj4R8Bi7SyLyKTE,0,0,1,2,2,5
931,ChIJF49zXT_jLj4RG9j4NXzYYQs,0,1,0,1,0,7
932,ChIJF58RzEb8ST4RuSU6DH9uhHs,0,0,0,0,4,2
933,ChIJF5EoaxwdLz4Rut0u4cOBeFI,0,1,0,1,2,5
934,ChIJF5_avVwBLz4R5BtIhT3QE9U,0,2,0,1,0,5
935,ChIJF6_BwDoDNj4RIqB9oL-iwLg,0,2,0,1,0,5
936,ChIJF6yKnBWqLz4RnDV2RBzjIlM,0,0,1,0,2,3
937,ChIJF7cPLI69Nz4RBBBx6RdEs5Q,0,1,0,0,2,3
938,ChIJF7kq3tEJLz4RXr-7BKof7_k,1,2,0,1,0,5
939,ChIJF7n9egz9Lj4RPDcjVO8p0tU,1,1,0,1,4,4
940,ChIJF8RkaYMFLz4R7OKPuBkZz5k,1,2,0,0,0,3
941,ChIJF8rfOHMBLz4R0b9gjHolLac,1,0,0,1,0,8
942,ChIJF8rsIhzlST4R3SdIB7oewvw,0,0,0,1,0,0
943,ChIJF8zWmi4BLz4Rn2riLJlsR-s,0,0,1,1,0,4
944,ChIJF9EvrdjbST4Rtf0lKtZj8SE,0,1,0,0,0,5
945,ChIJFQ3m5P_lLj4RaRl7L8e7dug,0,1,0,0,1,5
946,ChIJFRGV7Or9Lj4Rt0V1uNOlTiw,0,4,0,1,1,4
947,ChIJFRwDWkfpST4RS7LayPsjxhM,0,0,0,0,0,2
948,ChIJFS4swR3_Lj4RTAqSj29jIi8,0,0,0,0,0,9
949,ChIJFS6h4P_pST4Rn-685Jh7XiQ,0,1,0,0,1,7
950,ChIJFSaSZSeWNz4RMLfdj7H427Y,1,0,0,1,1,7
951,ChIJFT5bJBfDST4RvpV59Y3A50s,1,0,0,1,1,8
952,ChIJFT_-YBP9ST4RALHNltgPlEU,1,2,0,0,1,2
953,ChIJFTw-eo8bLz4RXTm5xLP-EIQ,1,2,2,0,1,3
954,ChIJFUEQckuRNz4ReIU2pHAiNZw,1,0,2,3,0,1
955,ChIJFUL8BLYTLz4RlDYGnL8byv8,1,4,0,0,0,3
956,ChIJFWBU8maRNz4RlSXLo6ry7-E,1,1,0,1,0,5
957,ChIJFWVE3fwBLz4RWHOaXckEEQg,1,1,0,0,0,2
958,ChIJFWhSC9DDST4RVBkHDYqNj2g,1,0,1,0,0,8
959,ChIJFWxCSgeTNz4RHfA2U1HlX4k,1,0,0,0,0,5
960,ChIJFX22XWHpST4RbytZxtMVe0Y,1,0,0,1,0,5
961,ChIJFXnk7voPLz4RxA2pbPfKWXA,1,2,0,1,1,3
962,ChIJFXtqdAuVNz4ROF9PYMbJl0c,1,2,1,0,1,3
963,ChIJFXyEVYkDLz4R0FaAgQwAbyk,1,0,1,1,1,6
964,ChIJFYYanToPNT4RQdiD64VNjqk,1,0,0,1,3,2
965,ChIJFYeZDiaxNz4Rn5_JunHctFg,0,0,0,1,0,7
966,ChIJFZVidObpST4R_uLkBUI7jKc,1,1,0,2,2,3
967,ChIJFZioulcALz4Rk_zVHi1GEyk,1,0,0,1,2,4
968,ChIJFZsQ4OUGLz4R0No2mtcjGHA,1,2,0,0,2,4
969,ChIJFZvi9PUHLz4R9YOoc9EIfuU,1,0,0,0,0,10
970,ChIJF_OLFfagNT4R1Z1-xQ8d3pc,1,0,0,0,2,7
971,ChIJFbQ7dYIHLz4RO5iETyyRK1s,0,0,0,0,0,6
972,ChIJFblXGE4FLz4RPMuqrjKkZgM,0,2,0,0,2,3
973,ChIJFcAYQNeTNz4RQKNSbsWkvW8,0,0,0,0,4,4
974,ChIJFcQlqusCLz4RIYjLfxWRmFI,0,0,1,0,3,3
975,ChIJFcVQ00YdLz4RXuj-1w96OrY,0,3,0,0,2,1
976,ChIJFdleY8GgLz4Rd8z2wHjHVIo,1,2,1,1,1,3
977,ChIJFe5JsnihNT4RSHXmZCF5lZg,1,1,0,1,1,3
978,ChIJFeKNTtMPLz4REVDGdxCFwcc,1,3,0,0,2,1
979,ChIJFeVrYwUPNT4RY9rFjOsnoxY,1,0,0,0,2,5
980,ChIJFeb7HbboST4R_Jh2KgOlu6c,1,0,0,0,2,5
981,ChIJFev5bvr9ST4RI6x5oZk5soA,1,0,0,1,1,7
982,ChIJFfGlkY-gNT4RohkitCdGlig,1,3,0,0,2,0
983,ChIJFfg6IA8QLz4REW9-lWmGxPo,1,1,0,1,0,6
984,ChIJFw-hBEuXNz4RcnNslzMalqc,1,0,0,2,0,4
985,ChIJFwDwdT0FLz4RW3saqp12ulc,1,1,0,2,1,3
986,ChIJFwUyWYW9Nz4RHk15st2MzJc,1,2,0,0,2,2
987,ChIJFwZXzVuRNz4R2p3guTtvT7k,1,1,2,0,2,4
988,ChIJFwanY1PjLj4RGOW74JIk66o,1,1,1,1,0,2
989,ChIJFxGuRgyrLz4RovIxzS0yGqA,1,5,1,0,0,1
990,ChIJFxlOzfhVLj4R_mqZZq9EfLw,1,0,0,0,1,8
991,ChIJFyj43pz9ST4RTuGuL4BottI,1,0,0,0,1,7
992,ChIJFzvVFKIaLz4RZgyR3q0NQPs,1,3,0,0,0,5
993,ChIJFzwcfpwHLz4R_FSoY1V-gS8,0,0,0,3,0,2
994,ChIJG-Oj7bcPNT4RxkvwWkZsYOE,0,1,0,1,1,3
995,ChIJG-ouZvARNT4RiMasvnRKHJY,0,0,0,2,2,4
996,ChIJG0PcHs7nST4RXIuW6VGFNJo,1,0,0,3,2,3
997,ChIJG290eG4BLz4RpXi4cvBSoOw,1,4,0,1,0,0
998,ChIJG4IWVknpST4RIN6FKVWAfg0,0,1,1,0,1,2
